,state,county,customersServed,customersAffected,percentageWithPower,lastUpdatedTime,latitude,longitude,utility,time pulled
0,M,ADAMS,11378,0,100.0,1752421766886,31.435434782608695,-91.37077445652174,Entergy,2025-07-13 15:49:50.004824
1,M,AMITE,3375,1,100.0,1752421766886,31.304029850746268,-91.02970149253731,Entergy,2025-07-13 15:49:50.004824
2,M,ATTALA,5353,0,100.0,1752421766886,33.094228329809724,-89.81118393234672,Entergy,2025-07-13 15:49:50.004824
3,M,BOLIVAR,12900,0,100.0,1752421766886,33.83043243243243,-91.03837837837837,Entergy,2025-07-13 15:49:50.004824
4,M,CALHOUN,15,0,100.0,1752421766886,33.78285714285714,-89.48571428571428,Entergy,2025-07-13 15:49:50.004824
5,M,CARROLL,1224,0,100.0,1752421766886,33.42256198347108,-89.8905785123967,Entergy,2025-07-13 15:49:50.004824
6,M,CHOCTAW,70,0,100.0,1752421766886,33.45651877133106,-89.3737542662116,Entergy,2025-07-13 15:49:50.004824
7,M,CLAIBORNE,1214,0,100.0,1752421766886,32.083086124401916,-90.88294258373206,Entergy,2025-07-13 15:49:50.004824
8,M,COAHOMA,2847,0,100.0,1752421766886,34.267008547008544,-90.72811965811967,Entergy,2025-07-13 15:49:50.004824
9,M,COPIAH,8433,0,100.0,1752421766886,31.86572864321608,-90.22477386934673,Entergy,2025-07-13 15:49:50.004824
10,M,COVINGTON,535,0,100.0,1752421766886,31.72625,-89.67625,Entergy,2025-07-13 15:49:50.004824
11,M,DESOTO,60491,2,100.0,1752421766886,34.74759322033898,-90.0693559322034,Entergy,2025-07-13 15:49:50.004824
12,M,FRANKLIN,2684,0,100.0,1752421766886,31.344950495049506,-91.09029702970298,Entergy,2025-07-13 15:49:50.004824
13,M,GRENADA,10719,0,100.0,1752421766886,33.79,-89.83434782608695,Entergy,2025-07-13 15:49:50.004824
14,M,HINDS,108359,8,100.0,1752421766886,32.336241935483876,-90.40479032258065,Entergy,2025-07-13 15:49:50.004824
15,M,HOLMES,4770,0,100.0,1752421766886,33.090346153846156,-90.02521153846153,Entergy,2025-07-13 15:49:50.004824
16,M,HUMPHREYS,2499,0,100.0,1752421766886,33.16410256410256,-90.51967948717949,Entergy,2025-07-13 15:49:50.004824
17,M,ISSAQUENA,1,0,100.0,1752421766886,32.74583850931677,-90.96475155279504,Entergy,2025-07-13 15:49:50.004824
18,M,JEFFERSON,1388,0,100.0,1752421766886,31.715472972972975,-91.20979729729729,Entergy,2025-07-13 15:49:50.004824
19,M,JEFFERSON DAVIS,635,0,100.0,1752421766886,31.6,-89.887,Entergy,2025-07-13 15:49:50.004824
20,M,LAWRENCE,1419,0,100.0,1752421766886,31.626190476190477,-90.13936507936508,Entergy,2025-07-13 15:49:50.004824
21,M,LEAKE,2673,2,100.0,1752421766886,32.70421052631579,-89.53578947368422,Entergy,2025-07-13 15:49:50.004824
22,M,LEFLORE,1338,0,100.0,1752421766886,33.53149350649351,-90.23808441558442,Entergy,2025-07-13 15:49:50.004824
23,M,LINCOLN,8746,0,100.0,1752421766886,31.66181818181818,-90.40227272727272,Entergy,2025-07-13 15:49:50.004824
24,M,MADISON,53106,1,100.0,1752421766886,32.63463884430177,-90.09279293739968,Entergy,2025-07-13 15:49:50.004824
25,M,MARSHALL,0,0,100.0,1752421766886,34.815,-89.7,Entergy,2025-07-13 15:49:50.004824
26,M,MONTGOMERY,3627,0,100.0,1752421766886,33.44441025641026,-89.44112820512821,Entergy,2025-07-13 15:49:50.004824
27,M,OTHER,1,1,0.0,1752421766886,,,Entergy,2025-07-13 15:49:50.004824
28,M,PANOLA,4291,0,100.0,1752421766886,34.32424242424243,-89.96454545454546,Entergy,2025-07-13 15:49:50.004824
29,M,PIKE,10792,0,100.0,1752421766886,31.116666666666664,-90.40500000000002,Entergy,2025-07-13 15:49:50.004824
30,M,QUITMAN,2957,0,100.0,1752421766886,34.29783783783784,-90.28108108108108,Entergy,2025-07-13 15:49:50.004824
31,M,RANKIN,49746,3,100.0,1752421766886,32.346659574468084,-90.07208510638297,Entergy,2025-07-13 15:49:50.004824
32,M,SCOTT,1611,0,100.0,1752421766886,32.5324,-89.7066,Entergy,2025-07-13 15:49:50.004824
33,M,SHARKEY,1760,0,100.0,1752421766886,32.81936416184971,-90.80913294797688,Entergy,2025-07-13 15:49:50.004824
34,M,SIMPSON,5415,141,97.0,1752421766886,31.913489932885902,-90.12765100671142,Entergy,2025-07-13 15:49:50.004824
35,M,SMITH,1111,0,100.0,1752421766886,32.02875,-89.65343750000001,Entergy,2025-07-13 15:49:50.004824
36,M,SUNFLOWER,8554,0,100.0,1752421766886,33.581538461538464,-90.60884615384614,Entergy,2025-07-13 15:49:50.004824
37,M,TALLAHATCHIE,4060,0,100.0,1752421766886,33.83796610169492,-90.19322033898304,Entergy,2025-07-13 15:49:50.004824
38,M,TATE,10156,1,100.0,1752421766886,34.709311224489795,-90.09943877551021,Entergy,2025-07-13 15:49:50.004824
39,M,TUNICA,3528,0,100.0,1752421766886,34.68043062200957,-90.33411483253589,Entergy,2025-07-13 15:49:50.004824
40,M,WALTHALL,1699,0,100.0,1752421766886,31.221379310344826,-90.02379310344828,Entergy,2025-07-13 15:49:50.004824
